Дата,Товар,Количество,Цена за единицу,Сумма,Рейтинг,Комментарий
2025-08-22,Чизкейк,14,607.5,8505.0,4.5,Обожаю!
2025-08-22,Маффин,13,243.0,3159.0,4.9,Всегда свежие
2025-08-23,Круассан,21,292.8,6148.8,5.0,Сочно и свежо
2025-08-23,Хлеб ржаной,14,195.2,2732.8,4.8,Лучший чизкейк
2025-08-23,Булочка с корицей,18,219.6,3952.8,5.0,Отличный крем
2025-08-23,Пирожок с мясом,18,268.4,4831.2,4.6,Хороший хлеб
2025-08-23,Эклер,21,317.2,6661.2,5.0,Мой фаворит
2025-08-23,Чизкейк,15,610.0,9150.0,5.0,Очень вкусно
2025-08-23,Маффин,17,244.0,4148.0,4.9,Очень вкусно
2025-08-24,Круассан,19,294.0,5586.0,5.0,Просто супер!
2025-08-24,Хлеб ржаной,13,196.0,2548.0,4.8,Всегда свежие
2025-08-24,Булочка с корицей,22,220.5,4851.0,5.0,Всегда беру
2025-08-24,Пирожок с мясом,19,269.5,5120.5,4.8,Обожаю!
2025-08-24,Эклер,24,318.5,7644.0,5.0,Сочно и свежо
2025-08-24,Чизкейк,20,612.5,12250.0,5.0,Отличный крем
2025-08-24,Маффин,17,245.0,4165.0,4.7,Просто супер!
2025-08-25,Круассан,19,295.2,5608.8,4.8,Идеально к кофе
2025-08-25,Хлеб ржаной,9,196.8,1771.2,4.7,Чуть пересушен
2025-08-25,Булочка с корицей,13,221.4,2878.2,4.6,Просто супер!
2025-08-25,Пирожок с мясом,15,270.6,4059.0,4.4,Шедевр!
2025-08-25,Эклер,15,319.8,4797.0,4.8,Чуть пересушен
2025-08-25,Чизкейк,15,615.0,9225.0,4.5,Просто супер!
2025-08-25,Маффин,18,246.0,4428.0,4.6,Нормально
2025-08-26,Круассан,17,296.4,5038.8,4.8,Мой фаворит
2025-08-26,Хлеб ржаной,10,197.6,1976.0,4.5,Всегда беру
2025-08-26,Булочка с корицей,18,222.3,4001.4,4.5,Шедевр!
2025-08-26,Пирожок с мясом,16,271.7,4347.2,4.6,Шедевр!
2025-08-26,Эклер,15,321.1,4816.5,5.0,Обожаю!
2025-08-26,Чизкейк,13,617.5,8027.5,4.7,"Горячие, вкусные"
2025-08-26,Маффин,15,247.0,3705.0,4.6,Хорошее тесто
2025-08-27,Круассан,16,297.6,4761.6,5.0,Лучший чизкейк
2025-08-27,Хлеб ржаной,11,198.4,2182.4,4.7,Очень вкусно
2025-08-27,Булочка с корицей,16,223.2,3571.2,4.5,Шедевр!
2025-08-27,Пирожок с мясом,16,272.8,4364.8,4.9,Просто супер!
2025-08-27,Эклер,20,322.4,6448.0,4.8,Нормально
2025-08-27,Чизкейк,14,620.0,8680.0,4.8,Очень вкусно
2025-08-27,Маффин,17,248.0,4216.0,5.0,Всегда свежие
2025-08-28,Круассан,17,298.8,5079.6,5.0,Тают во рту
2025-08-28,Хлеб ржаной,10,199.2,1992.0,4.8,Нормально
2025-08-28,Булочка с корицей,18,224.1,4033.8,4.8,Мой фаворит
2025-08-28,Пирожок с мясом,16,273.9,4382.4,5.0,Всегда беру
2025-08-28,Эклер,14,323.7,4531.8,4.9,Просто супер!
2025-08-28,Чизкейк,13,622.5,8092.5,5.0,Сочно и свежо
2025-08-28,Маффин,15,249.0,3735.0,4.7,Шедевр!
2025-08-29,Круассан,19,300.0,5700.0,4.6,Всегда беру
2025-08-29,Хлеб ржаной,13,200.0,2600.0,4.6,Хороший хлеб
2025-08-29,Булочка с корицей,16,225.0,3600.0,4.5,Шедевр!
2025-08-29,Пирожок с мясом,11,275.0,3025.0,5.0,Нормально
2025-08-29,Эклер,16,325.0,5200.0,4.8,Сытный
2025-08-29,Чизкейк,16,625.0,10000.0,4.8,Восхитительно
2025-08-29,Маффин,16,250.0,4000.0,4.8,"Горячие, вкусные"
2025-08-30,Круассан,19,301.2,5722.8,5.0,Отличный крем
2025-08-30,Хлеб ржаной,13,200.8,2610.4,4.7,Сытный
2025-08-30,Булочка с корицей,18,225.9,4066.2,5.0,Отличный крем
2025-08-30,Пирожок с мясом,21,276.1,5798.1,5.0,Шедевр!
2025-08-30,Эклер,19,326.3,6199.7,4.9,"Горячие, вкусные"
2025-08-30,Чизкейк,17,627.5,10667.5,4.8,Отличный крем
2025-08-30,Маффин,20,251.0,5020.0,5.0,Хороший хлеб
2025-08-31,Круассан,22,302.4,6652.8,5.0,Хороший хлеб
2025-08-31,Хлеб ржаной,15,201.6,3024.0,5.0,Сытный
2025-08-31,Булочка с корицей,20,226.8,4536.0,4.8,Обожаю!
2025-08-31,Пирожок с мясом,14,277.2,3880.8,4.7,Нормально
2025-08-31,Эклер,25,327.6,8190.0,5.0,Нормально
2025-08-31,Чизкейк,20,630.0,12600.0,4.9,Всегда свежие
2025-08-31,Маффин,24,252.0,6048.0,5.0,Идеально к кофе
2025-09-01,Круассан,19,303.6,5768.4,4.8,Чуть пересушен
2025-09-01,Хлеб ржаной,12,202.4,2428.8,4.4,Тают во рту
2025-09-01,Булочка с корицей,18,227.7,4098.6,4.6,Сытный
2025-09-01,Пирожок с мясом,15,278.3,4174.5,4.5,Мой фаворит
2025-09-01,Эклер,15,328.9,4933.5,4.7,Идеально к кофе
2025-09-01,Чизкейк,16,632.5,10120.0,4.6,Хороший хлеб
2025-09-01,Маффин,15,253.0,3795.0,5.0,Сочно и свежо
2025-09-02,Круассан,20,304.8,6096.0,5.0,Просто супер!
2025-09-02,Хлеб ржаной,13,203.2,2641.6,4.5,Тают во рту
2025-09-02,Булочка с корицей,18,228.6,4114.8,5.0,Очень вкусно
2025-09-02,Пирожок с мясом,14,279.4,3911.6,4.9,Идеально к кофе
2025-09-02,Эклер,18,330.2,5943.6,4.9,Очень вкусно
2025-09-02,Чизкейк,13,635.0,8255.0,4.5,Хороший хлеб
2025-09-02,Маффин,13,254.0,3302.0,4.8,Восхитительно
2025-09-03,Круассан,20,306.0,6120.0,5.0,Нормально
2025-09-03,Хлеб ржаной,13,204.0,2652.0,4.7,Лучший чизкейк
2025-09-03,Булочка с корицей,15,229.5,3442.5,5.0,Очень вкусно
2025-09-03,Пирожок с мясом,13,280.5,3646.5,4.6,Лучший чизкейк
2025-09-03,Эклер,14,331.5,4641.0,5.0,Мой фаворит
2025-09-03,Чизкейк,15,637.5,9562.5,4.9,Сочно и свежо
2025-09-03,Маффин,18,255.0,4590.0,4.9,Просто супер!
2025-09-04,Круассан,18,307.2,5529.6,4.7,Очень вкусно
2025-09-04,Хлеб ржаной,14,204.8,2867.2,4.6,Просто супер!
2025-09-04,Булочка с корицей,17,230.4,3916.8,4.8,Хороший хлеб
2025-09-04,Пирожок с мясом,11,281.6,3097.6,4.8,Чуть пересушен
2025-09-04,Эклер,19,332.8,6323.2,4.8,Лучший чизкейк
2025-09-04,Чизкейк,17,640.0,10880.0,4.8,Чуть пересушен
2025-09-04,Маффин,15,256.0,3840.0,4.7,Просто супер!
2025-09-05,Круассан,20,308.4,6168.0,4.9,Чуть пересушен
2025-09-05,Хлеб ржаной,10,205.6,2056.0,4.7,Мой фаворит
2025-09-05,Булочка с корицей,15,231.3,3469.5,4.8,Восхитительно
2025-09-05,Пирожок с мясом,16,282.7,4523.2,4.7,Всегда беру
2025-09-05,Эклер,20,334.1,6682.0,5.0,Хороший хлеб
2025-09-05,Чизкейк,14,642.5,8995.0,5.0,"Горячие, вкусные"
2025-09-05,Маффин,13,257.0,3341.0,4.9,Хороший хлеб
2025-09-06,Круассан,20,309.6,6192.0,5.0,Идеально к кофе
2025-09-06,Хлеб ржаной,15,206.4,3096.0,5.0,Шедевр!
2025-09-06,Булочка с корицей,20,232.2,4644.0,5.0,Хорошее тесто
2025-09-06,Пирожок с мясом,19,283.8,5392.2,5.0,Всегда беру
2025-09-06,Эклер,19,335.4,6372.6,5.0,"Горячие, вкусные"
2025-09-06,Чизкейк,21,645.0,13545.0,4.7,Обожаю!
2025-09-06,Маффин,21,258.0,5418.0,4.9,Мой фаворит
2025-09-07,Круассан,20,310.8,6216.0,5.0,Всегда свежие
2025-09-07,Хлеб ржаной,13,207.2,2693.6,4.9,Просто супер!
2025-09-07,Булочка с корицей,20,233.1,4662.0,5.0,Восхитительно
2025-09-07,Пирожок с мясом,14,284.9,3988.6,4.9,Шедевр!
2025-09-07,Эклер,24,336.7,8080.8,5.0,Сытный
2025-09-07,Чизкейк,17,647.5,11007.5,5.0,Хороший хлеб
2025-09-07,Маффин,17,259.0,4403.0,4.7,Восхитительно
2025-09-08,Круассан,15,312.0,4680.0,4.8,Просто супер!
2025-09-08,Хлеб ржаной,12,208.0,2496.0,4.8,Хороший хлеб
2025-09-08,Булочка с корицей,16,234.0,3744.0,4.9,Чуть пересушен
2025-09-08,Пирожок с мясом,11,286.0,3146.0,4.9,Всегда беру
2025-09-08,Эклер,17,338.0,5746.0,4.6,Мой фаворит
2025-09-08,Чизкейк,13,650.0,8450.0,5.0,Нормально
2025-09-08,Маффин,15,260.0,3900.0,4.8,Восхитительно
2025-09-09,Круассан,19,313.2,5950.8,5.0,Идеально к кофе
2025-09-09,Хлеб ржаной,10,208.8,2088.0,4.5,Нормально
2025-09-09,Булочка с корицей,15,234.9,3523.5,5.0,"Горячие, вкусные"
2025-09-09,Пирожок с мясом,16,287.1,4593.6,4.8,Хороший хлеб
2025-09-09,Эклер,20,339.3,6786.0,4.9,Восхитительно
2025-09-09,Чизкейк,16,652.5,10440.0,4.8,Всегда свежие
2025-09-09,Маффин,14,261.0,3654.0,5.0,Лучший чизкейк
2025-09-10,Круассан,15,314.4,4716.0,4.8,Обожаю!
2025-09-10,Хлеб ржаной,10,209.6,2096.0,4.6,"Горячие, вкусные"
2025-09-10,Булочка с корицей,13,235.8,3065.4,4.8,Всегда свежие
2025-09-10,Пирожок с мясом,13,288.2,3746.6,4.5,Отличный крем
2025-09-10,Эклер,15,340.6,5109.0,4.6,Хорошее тесто
2025-09-10,Чизкейк,15,655.0,9825.0,4.9,Шедевр!
2025-09-10,Маффин,18,262.0,4716.0,4.7,Просто супер!
2025-09-11,Круассан,21,315.6,6627.6,4.9,Всегда свежие
2025-09-11,Хлеб ржаной,13,210.4,2735.2,4.7,Идеально к кофе
2025-09-11,Булочка с корицей,16,236.7,3787.2,4.6,Отличный крем
2025-09-11,Пирожок с мясом,16,289.3,4628.8,5.0,"Горячие, вкусные"
2025-09-11,Эклер,18,341.9,6154.2,4.7,"Горячие, вкусные"
2025-09-11,Чизкейк,12,657.5,7890.0,4.8,Нормально
2025-09-11,Маффин,14,263.0,3682.0,4.9,Восхитительно
2025-09-12,Круассан,16,316.8,5068.8,5.0,Нормально
2025-09-12,Хлеб ржаной,12,211.2,2534.4,4.6,Хороший хлеб
2025-09-12,Булочка с корицей,16,237.6,3801.6,4.5,Хорошее тесто
2025-09-12,Пирожок с мясом,13,290.4,3775.2,4.5,"Горячие, вкусные"
2025-09-12,Эклер,15,343.2,5148.0,4.9,Тают во рту
2025-09-12,Чизкейк,14,660.0,9240.0,4.5,Сытный
2025-09-12,Маффин,16,264.0,4224.0,4.6,Лучший чизкейк
2025-09-13,Круассан,24,318.0,7632.0,4.8,Просто супер!
2025-09-13,Хлеб ржаной,13,212.0,2756.0,4.6,Восхитительно
2025-09-13,Булочка с корицей,21,238.5,5008.5,5.0,Лучший чизкейк
2025-09-13,Пирожок с мясом,20,291.5,5830.0,4.7,Хорошее тесто
2025-09-13,Эклер,21,344.5,7234.5,4.8,Отличный крем
2025-09-13,Чизкейк,18,662.5,11925.0,4.7,Тают во рту
2025-09-13,Маффин,19,265.0,5035.0,4.9,Нормально
2025-09-14,Круассан,23,319.2,7341.6,5.0,"Горячие, вкусные"
2025-09-14,Хлеб ржаной,16,212.8,3404.8,5.0,Сытный
2025-09-14,Булочка с корицей,16,239.4,3830.4,5.0,"Горячие, вкусные"
2025-09-14,Пирожок с мясом,21,292.6,6144.6,5.0,Отличный крем
2025-09-14,Эклер,26,345.8,8990.8,5.0,Чуть пересушен
2025-09-14,Чизкейк,17,665.0,11305.0,5.0,Лучший чизкейк
2025-09-14,Маффин,19,266.0,5054.0,4.9,Нормально
2025-09-15,Круассан,15,320.4,4806.0,5.0,Всегда беру
2025-09-15,Хлеб ржаной,13,213.6,2776.8,4.8,Хорошее тесто
2025-09-15,Булочка с корицей,18,240.3,4325.4,5.0,Отличный крем
2025-09-15,Пирожок с мясом,11,293.7,3230.7,4.9,Лучший чизкейк
2025-09-15,Эклер,16,347.1,5553.6,4.7,Сытный
2025-09-15,Чизкейк,15,667.5,10012.5,4.8,Обожаю!
2025-09-15,Маффин,16,267.0,4272.0,5.0,Всегда беру
2025-09-16,Круассан,20,321.6,6432.0,5.0,Хорошее тесто
2025-09-16,Хлеб ржаной,13,214.4,2787.2,4.9,Восхитительно
2025-09-16,Булочка с корицей,17,241.2,4100.4,5.0,Всегда свежие
2025-09-16,Пирожок с мясом,11,294.8,3242.8,4.8,Просто супер!
2025-09-16,Эклер,15,348.4,5226.0,4.8,Сытный
2025-09-16,Чизкейк,16,670.0,10720.0,4.5,Шедевр!
2025-09-16,Маффин,14,268.0,3752.0,5.0,Очень вкусно
2025-09-17,Круассан,17,322.8,5487.6,4.8,Мой фаворит
2025-09-17,Хлеб ржаной,13,215.2,2797.6,4.5,Отличный крем
2025-09-17,Булочка с корицей,18,242.1,4357.8,4.7,Всегда беру
2025-09-17,Пирожок с мясом,11,295.9,3254.9,4.8,Чуть пересушен
2025-09-17,Эклер,15,349.7,5245.5,5.0,Хороший хлеб
2025-09-17,Чизкейк,12,672.5,8070.0,5.0,Лучший чизкейк
2025-09-17,Маффин,16,269.0,4304.0,4.5,Хорошее тесто
2025-09-18,Круассан,18,324.0,5832.0,5.0,Сочно и свежо
2025-09-18,Хлеб ржаной,10,216.0,2160.0,4.9,Хороший хлеб
2025-09-18,Булочка с корицей,14,243.0,3402.0,4.9,Хороший хлеб
2025-09-18,Пирожок с мясом,13,297.0,3861.0,4.7,Восхитительно
2025-09-18,Эклер,16,351.0,5616.0,5.0,Восхитительно
2025-09-18,Чизкейк,14,675.0,9450.0,5.0,Отличный крем
2025-09-18,Маффин,14,270.0,3780.0,5.0,Сочно и свежо
2025-09-19,Круассан,15,325.2,4878.0,4.7,Шедевр!
2025-09-19,Хлеб ржаной,12,216.8,2601.6,4.5,Всегда свежие
2025-09-19,Булочка с корицей,14,243.9,3414.6,4.7,Лучший чизкейк
2025-09-19,Пирожок с мясом,12,298.1,3577.2,4.5,Идеально к кофе
2025-09-19,Эклер,14,352.3,4932.2,4.6,Чуть пересушен
2025-09-19,Чизкейк,17,677.5,11517.5,4.5,Идеально к кофе
2025-09-19,Маффин,17,271.0,4607.0,4.9,Отличный крем
2025-09-20,Круассан,19,326.4,6201.6,5.0,Тают во рту
2025-09-20,Хлеб ржаной,15,217.6,3264.0,4.9,Хороший хлеб
2025-09-20,Булочка с корицей,24,244.8,5875.2,5.0,Хорошее тесто
2025-09-20,Пирожок с мясом,15,299.2,4488.0,4.6,Шедевр!
2025-09-20,Эклер,25,353.6,8840.0,4.8,Всегда беру
2025-09-20,Чизкейк,16,680.0,10880.0,4.8,Всегда свежие
2025-09-20,Маффин,24,272.0,6528.0,5.0,Мой фаворит
2025-09-21,Круассан,18,327.6,5896.8,5.0,Очень вкусно
2025-09-21,Хлеб ржаной,16,218.4,3494.4,4.7,Нормально
2025-09-21,Булочка с корицей,20,245.7,4914.0,5.0,Нормально
2025-09-21,Пирожок с мясом,14,300.3,4204.2,4.7,Очень вкусно
2025-09-21,Эклер,19,354.9,6743.1,4.9,Шедевр!
2025-09-21,Чизкейк,22,682.5,15015.0,5.0,"Горячие, вкусные"
2025-09-21,Маффин,20,273.0,5460.0,5.0,Восхитительно
2025-09-22,Круассан,16,328.8,5260.8,5.0,Всегда свежие
2025-09-22,Хлеб ржаной,13,219.2,2849.6,4.8,Просто супер!
2025-09-22,Булочка с корицей,14,246.6,3452.4,4.8,Отличный крем
2025-09-22,Пирожок с мясом,16,301.4,4822.4,4.7,Сочно и свежо
2025-09-22,Эклер,19,356.2,6767.8,4.9,Чуть пересушен
2025-09-22,Чизкейк,12,685.0,8220.0,4.8,Отличный крем
2025-09-22,Маффин,13,274.0,3562.0,4.6,Мой фаворит
2025-09-23,Круассан,15,330.0,4950.0,4.9,Очень вкусно
2025-09-23,Хлеб ржаной,11,220.0,2420.0,4.6,Восхитительно
2025-09-23,Булочка с корицей,16,247.5,3960.0,4.6,Хороший хлеб
2025-09-23,Пирожок с мясом,15,302.5,4537.5,4.5,"Горячие, вкусные"
2025-09-23,Эклер,16,357.5,5720.0,4.7,Идеально к кофе
2025-09-23,Чизкейк,12,687.5,8250.0,4.8,Просто супер!
2025-09-23,Маффин,14,275.0,3850.0,4.6,Просто супер!
2025-09-24,Круассан,21,331.2,6955.2,5.0,Лучший чизкейк
2025-09-24,Хлеб ржаной,13,220.8,2870.4,4.7,Лучший чизкейк
2025-09-24,Булочка с корицей,15,248.4,3726.0,4.8,Восхитительно
